RegionName,FuelType,FuelCostTotal,PLCO2RTA,ORISCode,DIVISIONCE,UNITID,Capacity,OBJECTID,UniqueID,StateName,CountyName,CountyCode,HeatRate,PlantType,FossilUnit,NERC,SUBRGN,FIPSCNTY,LAT,LON,PLNOXRTA,PLSO2RTA,PLN2ORTA,PLCH4RTA,PRMVR,FUELU1,pm.mmbtu,pm.mwh,generationCO2,g
ERC_FRNT,NaturalGas,19.44062807,892,55062,WSC-TX,GTG1,155,12038,55062_G_GTG1,Texas,Grimes,185,7080,Combined Cycle,Fossil,SERC,ERCT,185,30.5924,-95.9178,0.137,0.002,1.45846,14.584596,CC,NG,3.38E-06,0.023935091,892,3959
ERC_FRNT,NaturalGas,19.44062807,892,55062,WSC-TX,GTG2,155,12037,55062_G_GTG2,Texas,Grimes,185,7080,Combined Cycle,Fossil,SERC,ERCT,185,30.5924,-95.9178,0.137,0.002,1.45846,14.584596,CC,NG,3.38E-06,0.023935091,892,3959
ERC_FRNT,NaturalGas,19.44062807,892,55062,WSC-TX,GTG3,155,12040,55062_G_GTG3,Texas,Grimes,185,7080,Combined Cycle,Fossil,SERC,ERCT,185,30.5924,-95.9178,0.137,0.002,1.45846,14.584596,CC,NG,3.38E-06,0.023935091,892,3959
ERC_FRNT,NaturalGas,19.44062807,892,55062,WSC-TX,STG1,395,12039,55062_G_STG1,Texas,Grimes,185,7080,Combined Cycle,Fossil,SERC,ERCT,185,30.5924,-95.9178,0.137,0.002,1.45846,14.584596,CC,NG,3.38E-06,0.023935091,892,3959
ERC_GWAY,NaturalGas,19.44062807,870,55132,WSC-TX,GTG1,152,12185,55132_G_GTG1,Texas,Rusk,401,7458,Combined Cycle,Fossil,TRE,ERCT,401,32.017826,-94.619743,0.105,0.002,1.475668,14.756682,CC,NG,3.38E-06,0.025212982,870,4011
ERC_GWAY,NaturalGas,19.44062807,870,55132,WSC-TX,GTG2,147,12184,55132_G_GTG2,Texas,Rusk,401,7458,Combined Cycle,Fossil,TRE,ERCT,401,32.017826,-94.619743,0.105,0.002,1.475668,14.756682,CC,NG,3.38E-06,0.025212982,870,4011
ERC_GWAY,NaturalGas,19.44062807,870,55132,WSC-TX,GTG3,149,12183,55132_G_GTG3,Texas,Rusk,401,7458,Combined Cycle,Fossil,TRE,ERCT,401,32.017826,-94.619743,0.105,0.002,1.475668,14.756682,CC,NG,3.38E-06,0.025212982,870,4011
ERC_GWAY,NaturalGas,19.44062807,870,55132,WSC-TX,STG1,397,12182,55132_G_STG1,Texas,Rusk,401,7458,Combined Cycle,Fossil,TRE,ERCT,401,32.017826,-94.619743,0.105,0.002,1.475668,14.756682,CC,NG,3.38E-06,0.025212982,870,4011
ERC_REST,Biomass,31.6,463.1851852,55708,WSC-TX,BLR1,100,16905,55708_B_BLR1,Texas,Nacogdoches,347,13500,Biomass,Non-Fossil,TRE,ERCT,347,31.832132,-94.90064,0.57,0.029,130.359198,993.212941,ST,OBS,0,0,463.1851852,4273
ERC_REST,Biomass,39.6,79.5,56931,WSC-TX,BoilA,50,16925,56931_B_BoilA,Texas,Angelina,5,16943,Biomass,Non-Fossil,TRE,ERCT,5,31.365833,-94.743611,0.796583333,0.15,110.77107,843.970054,ST,WDS,0.0001951,3.305576225,79.5,4691
ERC_REST,Biomass,40.4,42,54338,WSC-TX,GEND,12,16883,54338_G_GEND,Texas,Hidalgo,215,17283,Biomass,Non-Fossil,TRE,ERCT,215,26.269683,-97.867012,0.48,0.065,47.717651,363.703019,ST,OBS,0,0,42,3801
ERC_REST,Coal,9.135,2285,6181,WSC-TX,2,436,3370,6181_B_2,Texas,Bexar,29,10104,Coal Steam,Fossil,TRE,ERCT,29,29.308056,-98.3228,0.355,2.533,32.72911,225.017646,ST,SUB,2.08E-05,0.210117967,2285,2622
ERC_REST,Coal,21.21,2187,56611,WSC-TX,S01,936,14192,56611_B_S01,Texas,McLennan,309,8800,Coal Steam,Fossil,TRE,ERCT,309,31.474378,-96.957149,0.222,0.371,29.483044,202.695928,ST,SUB,2.08E-05,0.183000605,2187,4624
ERC_REST,Coal,22.785,2142,7097,WSC-TX,BLR2,775,14090,7097_B_BLR2,Texas,Bexar,29,9443,Coal Steam,Fossil,TRE,ERCT,29,29.309722,-98.3203,0.415,0.121,30.8467,212.077028,ST,BIT,1.66E-05,0.157097701,2142,2768
ERC_REST,Coal,24.045,2142,7097,WSC-TX,BLR1,555,14089,7097_B_BLR1,Texas,Bexar,29,9948,Coal Steam,Fossil,TRE,ERCT,29,29.309722,-98.3203,0.415,0.121,30.8467,212.077028,ST,BIT,1.66E-05,0.165499093,2142,2769
ERC_REST,Coal,24.15,2140,6136,WSC-TX,1,466,14025,6136_B_1,Texas,Grimes,185,9992,Coal Steam,Fossil,TRE,ERCT,185,30.619937,-96.081846,0.666,0.231,31.943406,219.619915,ST,SUB,2.08E-05,0.207788869,2140,2589
ERC_REST,Coal,24.57,2339,6179,WSC-TX,1,597,14046,6179_B_1,Texas,Fayette,149,10166,Coal Steam,Fossil,TRE,ERCT,149,29.9172,-96.7506,0.515,0.078,34.251678,235.452897,ST,SUB,2.08E-05,0.21140729,2339,2618
ERC_REST,Coal,24.57,2339,6179,WSC-TX,2,597,14047,6179_B_2,Texas,Fayette,149,10171,Coal Steam,Fossil,TRE,ERCT,149,29.9172,-96.7506,0.515,0.078,34.251678,235.452897,ST,SUB,2.08E-05,0.211511267,2339,2618
ERC_REST,Coal,24.57,2649,6183,WSC-TX,SM-1,391,3372,6183_B_SM-1,Texas,Atascosa,13,11913,Coal Steam,Fossil,TRE,ERCT,13,28.7044,-98.4775,0.981,2.865,36.833641,253.203172,ST,LIG,4.86E-05,0.579245891,2649,2624
ERC_REST,Coal,24.78,2031,6178,WSC-TX,1,590,14044,6178_B_1,Texas,Goliad,175,10255,Coal Steam,Fossil,TRE,ERCT,175,28.7128,-97.214167,0.574,2.971,31.250296,214.83383,ST,SUB,2.08E-05,0.213258091,2031,2617
ERC_REST,Coal,24.99,2120,298,WSC-TX,LIM1,830,13714,298_B_LIM1,Texas,Limestone,293,10366,Coal Steam,Fossil,TRE,ERCT,293,31.4219,-96.2525,0.924,2.111,33.200596,228.263003,ST,LIG,4.86E-05,0.504026098,2120,151
ERC_REST,Coal,24.99,2120,298,WSC-TX,LIM2,857,13713,298_B_LIM2,Texas,Limestone,293,10354,Coal Steam,Fossil,TRE,ERCT,293,31.4219,-96.2525,0.924,2.111,33.200596,228.263003,ST,LIG,4.86E-05,0.503442622,2120,151
ERC_REST,Coal,24.99,2339,6179,WSC-TX,3,444,14045,6179_B_3,Texas,Fayette,149,10344,Coal Steam,Fossil,TRE,ERCT,149,29.9172,-96.7506,0.515,0.078,34.251678,235.452897,ST,SUB,2.08E-05,0.215108893,2339,2619
ERC_REST,Coal,25.095,2188,3470,WSC-TX,WAP7,575,13935,3470_B_WAP7,Texas,Fort Bend,157,10407,Coal Steam,Fossil,TRE,ERCT,157,29.475278,-95.634167,0.269,2.474,0.00201,0.020097,ST,SUB,2.08E-05,0.216419011,2188,2190
ERC_REST,Coal,25.2,2188,3470,WSC-TX,WAP6,650,13932,3470_B_WAP6,Texas,Fort Bend,157,10432,Coal Steam,Fossil,TRE,ERCT,157,29.475278,-95.634167,0.269,2.474,0.00201,0.020097,ST,SUB,2.08E-05,0.216938899,2188,2191
ERC_REST,Coal,25.2,2188,3470,WSC-TX,WAP8,610,13934,3470_B_WAP8,Texas,Fort Bend,157,10448,Coal Steam,Fossil,TRE,ERCT,157,29.475278,-95.634167,0.269,2.474,0.00201,0.020097,ST,SUB,2.08E-05,0.217271627,2188,2191
ERC_REST,Coal,25.305,2184,6180,WSC-TX,1,820,14048,6180_B_1,Texas,Robertson,395,10475,Coal Steam,Fossil,TRE,SRMV,395,31.1803,-96.4866,0.333,0.52,32.052699,220.386593,ST,LIG,4.86E-05,0.509326006,2184,2620
ERC_REST,Coal,25.305,2188,3470,WSC-TX,WAP5,666,13933,3470_B_WAP5,Texas,Fort Bend,157,10458,Coal Steam,Fossil,TRE,ERCT,157,29.475278,-95.634167,0.269,2.474,0.00201,0.020097,ST,SUB,2.08E-05,0.217479583,2188,2192
ERC_REST,Coal,26.355,2184,6180,WSC-TX,2,827,14049,6180_B_2,Texas,Robertson,395,10896,Coal Steam,Fossil,TRE,SRMV,395,31.1803,-96.4866,0.333,0.52,32.052699,220.386593,ST,LIG,4.86E-05,0.529796292,2184,2621
ERC_REST,Coal,26.46,2300,3497,WSC-TX,1,592,13937,3497_B_1,Texas,Freestone,161,10963,Coal Steam,Fossil,TRE,ERCT,161,31.8206,-96.0544,0.634,7.182,35.898949,246.818913,ST,SUB,2.08E-05,0.227981322,2300,2224
ERC_REST,Coal,26.46,2300,3497,WSC-TX,2,587,13936,3497_B_2,Texas,Freestone,161,10977,Coal Steam,Fossil,TRE,ERCT,161,31.8206,-96.0544,0.634,7.182,35.898949,246.818913,ST,SUB,2.08E-05,0.228272459,2300,2224
ERC_REST,Coal,26.775,2388,6146,WSC-TX,1,805,14030,6146_B_1,Texas,Rusk,401,11102,Coal Steam,Fossil,TRE,SPSO,401,32.2606,-94.5706,0.784,3.579,35.877657,246.630619,ST,LIG,4.86E-05,0.539812632,2388,2598
ERC_REST,Coal,26.775,2388,6146,WSC-TX,2,810,14031,6146_B_2,Texas,Rusk,401,11102,Coal Steam,Fossil,TRE,SPSO,401,32.2606,-94.5706,0.784,3.579,35.877657,246.630619,ST,LIG,4.86E-05,0.539812632,2388,2598
ERC_REST,Coal,26.775,2388,6146,WSC-TX,3,810,14029,6146_B_3,Texas,Rusk,401,11074,Coal Steam,Fossil,TRE,SPSO,401,32.2606,-94.5706,0.784,3.579,35.877657,246.630619,ST,LIG,4.86E-05,0.538451188,2388,2598
ERC_REST,Coal,27.405,2535,7030,WSC-TX,U2,153,14088,7030_B_U2,Texas,Robertson,395,11352,Coal Steam,Fossil,TRE,ERCT,395,31.091925,-96.69503,0.81,2.256,36.353245,249.944032,ST,LIG,4.86E-05,0.551968384,2535,2754
ERC_REST,Coal,27.51,2404,6147,WSC-TX,3,760,14032,6147_B_3,Texas,Titus,449,11398,Coal Steam,Fossil,TRE,SPSO,449,33.0917,-95.0417,0.708,2.836,35.993745,247.390599,ST,SUB,2.08E-05,0.237027374,2404,2599
ERC_REST,Coal,27.51,2535,7030,WSC-TX,U1,152,14087,7030_B_U1,Texas,Robertson,395,11391,Coal Steam,Fossil,TRE,ERCT,395,31.091925,-96.69503,0.81,2.256,36.353245,249.944032,ST,LIG,4.86E-05,0.553864681,2535,2755
ERC_REST,Coal,27.615,2131,52071,WSC-TX,5A,285,14157,52071_B_5A,Texas,Milam,331,11429,Coal Steam,Fossil,TRE,ERCT,331,30.5681,-97.0614,0.302,0.489,34.539306,237.417048,ST,LIG,4.86E-05,0.555712355,2131,3727
ERC_REST,Coal,27.615,2131,52071,WSC-TX,5B,285,14158,52071_B_5B,Texas,Milam,331,11429,Coal Steam,Fossil,TRE,ERCT,331,30.5681,-97.0614,0.302,0.489,34.539306,237.417048,ST,LIG,4.86E-05,0.555712355,2131,3727
ERC_REST,Coal,27.615,2282,6648,WSC-TX,4,600,14079,6648_B_4,Texas,Milam,331,11417,Coal Steam,Fossil,TRE,ERCT,331,30.565871,-97.064032,0.295,4.422,34.348039,236.107514,ST,LIG,4.86E-05,0.555128879,2282,2729
ERC_REST,Coal,31.29,2285,6181,WSC-TX,1,435,3371,6181_B_1,Texas,Bexar,29,10093,Coal Steam,Fossil,TRE,ERCT,29,29.308056,-98.3228,0.355,2.533,32.72911,225.017646,ST,SUB,2.08E-05,0.209889217,2285,2623
ERC_REST,Hydro,0.01,0,791,WSC-TX,1,1.2,829,791_G_1,Texas,Comal,91,0,Hydro,Non-Fossil,TRE,ERCT,91,29.87056,-98.194733,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,791,WSC-TX,2,1.2,828,791_G_2,Texas,Comal,91,0,Hydro,Non-Fossil,TRE,ERCT,91,29.87056,-98.194733,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,794,WSC-TX,1,0.8,830,794_G_1,Texas,DENTON,121,0,Hydro,Non-Fossil,TRE,ERCT,121,33.068473,-96.963806,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3437,WSC-TX,1,0.8,2565,3437_G_1,Texas,Maverick,323,0,Hydro,Non-Fossil,TRE,ERCT,323,28.829535,-100.552234,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3437,WSC-TX,2,0.8,2564,3437_G_2,Texas,Maverick,323,0,Hydro,Non-Fossil,TRE,ERCT,323,28.829535,-100.552234,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3437,WSC-TX,3,0.8,2566,3437_G_3,Texas,Maverick,323,0,Hydro,Non-Fossil,TRE,ERCT,323,28.829535,-100.552234,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3581,WSC-TX,1,0.4,2582,3581_G_1,Texas,Guadalupe,187,0,Hydro,Non-Fossil,TRE,ERCT,187,29.593951,-98.040734,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3581,WSC-TX,2,0.4,2583,3581_G_2,Texas,Guadalupe,187,0,Hydro,Non-Fossil,TRE,ERCT,187,29.593951,-98.040734,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3582,WSC-TX,1,0.8,2585,3582_G_1,Texas,Guadalupe,187,0,Hydro,Non-Fossil,TRE,ERCT,187,29.640187,-98.045934,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3582,WSC-TX,2,0.8,2584,3582_G_2,Texas,Guadalupe,187,0,Hydro,Non-Fossil,TRE,ERCT,187,29.640187,-98.045934,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3583,WSC-TX,1,0.8,2586,3583_G_1,Texas,Gonzales,177,0,Hydro,Non-Fossil,TRE,ERCT,177,29.495193,-97.624948,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3584,WSC-TX,1,0.8,2587,3584_G_1,Texas,Gonzales,177,0,Hydro,Non-Fossil,TRE,ERCT,177,29.4681,-97.4919,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3585,WSC-TX,1,0.4,2589,3585_G_1,Texas,Guadalupe,187,0,Hydro,Non-Fossil,TRE,ERCT,187,29.537565,-97.932106,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3585,WSC-TX,2,0.4,2588,3585_G_2,Texas,Guadalupe,187,0,Hydro,Non-Fossil,TRE,ERCT,187,29.537565,-97.932106,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3586,WSC-TX,1,0.8,2590,3586_G_1,Texas,Guadalupe,187,0,Hydro,Non-Fossil,TRE,ERCT,187,29.548136,-97.999587,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3594,WSC-TX,1,3.2,2592,3594_G_1,Texas,Travis,453,0,Hydro,Non-Fossil,TRE,ERCT,453,30.293424,-97.784408,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3594,WSC-TX,2,3.6,2591,3594_G_2,Texas,Travis,453,0,Hydro,Non-Fossil,TRE,ERCT,453,30.293424,-97.784408,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3595,WSC-TX,1,7.2,2593,3595_G_1,Texas,Llano,299,0,Hydro,Non-Fossil,TRE,ERCT,299,30.7507,-98.4176,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3595,WSC-TX,2,7.2,2594,3595_G_2,Texas,Llano,299,0,Hydro,Non-Fossil,TRE,ERCT,299,30.7507,-98.4176,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3595,WSC-TX,3,7.2,2595,3595_G_3,Texas,Llano,299,0,Hydro,Non-Fossil,TRE,ERCT,299,30.7507,-98.4176,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3597,WSC-TX,1,12,2597,3597_G_1,Texas,Burnet,53,0,Hydro,Non-Fossil,TRE,ERCT,53,30.556,-98.3384,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3597,WSC-TX,2,12,2596,3597_G_2,Texas,Burnet,53,0,Hydro,Non-Fossil,TRE,ERCT,53,30.556,-98.3384,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3598,WSC-TX,1,5.6,2598,3598_G_1,Texas,Burnet,53,0,Hydro,Non-Fossil,TRE,ERCT,53,30.731599,-98.385422,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3599,WSC-TX,1,8.4,2599,3599_G_1,Texas,Burnet,53,0,Hydro,Non-Fossil,TRE,ERCT,53,30.555288,-98.257593,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3599,WSC-TX,2,8.4,2600,3599_G_2,Texas,Burnet,53,0,Hydro,Non-Fossil,TRE,ERCT,53,30.555288,-98.257593,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3600,WSC-TX,1,14.4,2602,3600_G_1,Texas,Travis,453,0,Hydro,Non-Fossil,TRE,ERCT,453,30.3899,-97.9073,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3600,WSC-TX,2,14.4,2603,3600_G_2,Texas,Travis,453,0,Hydro,Non-Fossil,TRE,ERCT,453,30.3899,-97.9073,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,3600,WSC-TX,3,14.4,2601,3600_G_3,Texas,Travis,453,0,Hydro,Non-Fossil,TRE,ERCT,453,30.3899,-97.9073,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,6410,WSC-TX,1,4,3478,6410_G_1,Texas,Starr,427,0,Hydro,Non-Fossil,TRE,ERCT,427,26.5575,-99.1642,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,6410,WSC-TX,2,4,3479,6410_G_2,Texas,Starr,427,0,Hydro,Non-Fossil,TRE,ERCT,427,26.5575,-99.1642,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,6410,WSC-TX,3,4,3480,6410_G_3,Texas,Starr,427,0,Hydro,Non-Fossil,TRE,ERCT,427,26.5575,-99.1642,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,6414,WSC-TX,1,8.4,3484,6414_G_1,Texas,Bosque,35,0,Hydro,Non-Fossil,TRE,ERCT,35,31.8694,-97.3667,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,6414,WSC-TX,2,8.4,3483,6414_G_2,Texas,Bosque,35,0,Hydro,Non-Fossil,TRE,ERCT,35,31.8694,-97.3667,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,6416,WSC-TX,1,16,3488,6416_G_1,Texas,Grayson,181,0,Hydro,Non-Fossil,TRE,ERCT,181,33.8181,-96.5692,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,6416,WSC-TX,2,16,3487,6416_G_2,Texas,Grayson,181,0,Hydro,Non-Fossil,TRE,ERCT,181,33.8181,-96.5692,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,7394,WSC-TX,1,0,3783,7394_G_1,Texas,Gonzales,177,0,Hydro,Non-Fossil,TRE,ERCT,177,29.497166,-97.45516,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,7394,WSC-TX,2,0,3784,7394_G_2,Texas,Gonzales,177,0,Hydro,Non-Fossil,TRE,ERCT,177,29.497166,-97.45516,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,Hydro,0.01,0,7394,WSC-TX,3,0,3782,7394_G_3,Texas,Gonzales,177,0,Hydro,Non-Fossil,TRE,ERCT,177,29.497166,-97.45516,0,0,0,0,HY,WAT,0,0,0,430
ERC_REST,LF Gas,0.01,181.7774936,50569,WSC-TX,GEN3,2,4739,50569_G_GEN3,Texas,Denton,121,13500,Landfill Gas,Non-Fossil,TRE,ERCT,121,33.019646,-96.961986,4.276,0.208,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,50569,WSC-TX,GEN4,2,4740,50569_G_GEN4,Texas,Denton,121,13500,Landfill Gas,Non-Fossil,TRE,ERCT,121,33.019646,-96.961986,4.276,0.208,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,50569,WSC-TX,GEN5,2,4741,50569_G_GEN5,Texas,Denton,121,13500,Landfill Gas,Non-Fossil,TRE,ERCT,121,33.019646,-96.961986,4.276,0.208,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,50569,WSC-TX,GEN6,2,4738,50569_G_GEN6,Texas,Denton,121,13500,Landfill Gas,Non-Fossil,TRE,ERCT,121,33.019646,-96.961986,4.276,0.208,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55526,WSC-TX,GEN1,2,5683,55526_G_GEN1,Texas,Harris,201,13500,Landfill Gas,Non-Fossil,TRE,ERCT,201,29.9522,-95.2422,7.032,0.169,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55526,WSC-TX,GEN2,2,5685,55526_G_GEN2,Texas,Harris,201,13500,Landfill Gas,Non-Fossil,TRE,ERCT,201,29.9522,-95.2422,7.032,0.169,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55526,WSC-TX,GEN3,2,5681,55526_G_GEN3,Texas,Harris,201,13500,Landfill Gas,Non-Fossil,TRE,ERCT,201,29.9522,-95.2422,7.032,0.169,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55526,WSC-TX,GEN4,2,5680,55526_G_GEN4,Texas,Harris,201,13500,Landfill Gas,Non-Fossil,TRE,ERCT,201,29.9522,-95.2422,7.032,0.169,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55526,WSC-TX,GEN5,2,5684,55526_G_GEN5,Texas,Harris,201,13500,Landfill Gas,Non-Fossil,TRE,ERCT,201,29.9522,-95.2422,7.032,0.169,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55526,WSC-TX,GEN6,2,5682,55526_G_GEN6,Texas,Harris,201,13500,Landfill Gas,Non-Fossil,TRE,ERCT,201,29.9522,-95.2422,7.032,0.169,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55551,WSC-TX,UNT1,1,5692,55551_G_UNT1,Texas,Chambers,71,13500,Landfill Gas,Non-Fossil,TRE,SRMV,71,29.6744,-94.9139,7.152,0.172,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55551,WSC-TX,UNT2,1,5690,55551_G_UNT2,Texas,Chambers,71,13500,Landfill Gas,Non-Fossil,TRE,SRMV,71,29.6744,-94.9139,7.152,0.172,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55551,WSC-TX,UNT3,1,5693,55551_G_UNT3,Texas,Chambers,71,13500,Landfill Gas,Non-Fossil,TRE,SRMV,71,29.6744,-94.9139,7.152,0.172,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55551,WSC-TX,UNT4,1,5691,55551_G_UNT4,Texas,Chambers,71,13500,Landfill Gas,Non-Fossil,TRE,SRMV,71,29.6744,-94.9139,7.152,0.172,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55552,WSC-TX,UNT1,1,5695,55552_G_UNT1,Texas,Harris,201,13500,Landfill Gas,Non-Fossil,TRE,ERCT,201,29.8108,-95.2539,7.15,0.172,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55552,WSC-TX,UNT3,1,5696,55552_G_UNT3,Texas,Harris,201,13500,Landfill Gas,Non-Fossil,TRE,ERCT,201,29.8108,-95.2539,7.15,0.172,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55552,WSC-TX,UNT4,1,5694,55552_G_UNT4,Texas,Harris,201,13500,Landfill Gas,Non-Fossil,TRE,ERCT,201,29.8108,-95.2539,7.15,0.172,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55554,WSC-TX,UNT1,2,5697,55554_G_UNT1,Texas,Galveston,167,13500,Landfill Gas,Non-Fossil,TRE,ERCT,167,29.425,-95.1872,7.058,0.17,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55554,WSC-TX,UNT2,2,5699,55554_G_UNT2,Texas,Galveston,167,13500,Landfill Gas,Non-Fossil,TRE,ERCT,167,29.425,-95.1872,7.058,0.17,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55554,WSC-TX,UNT3,2,5698,55554_G_UNT3,Texas,Galveston,167,13500,Landfill Gas,Non-Fossil,TRE,ERCT,167,29.425,-95.1872,7.058,0.17,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55554,WSC-TX,UNT4,2,5700,55554_G_UNT4,Texas,Galveston,167,13500,Landfill Gas,Non-Fossil,TRE,ERCT,167,29.425,-95.1872,7.058,0.17,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55588,WSC-TX,1,1,5727,55588_G_1,Texas,Travis,453,13500,Landfill Gas,Non-Fossil,TRE,ERCT,453,30.3431,-97.6203,7.678,0.177,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55588,WSC-TX,2,1,5729,55588_G_2,Texas,Travis,453,13500,Landfill Gas,Non-Fossil,TRE,ERCT,453,30.3431,-97.6203,7.678,0.177,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
ERC_REST,LF Gas,0.01,181.7774936,55588,WSC-TX,3,1,5730,55588_G_3,Texas,Travis,453,13500,Landfill Gas,Non-Fossil,TRE,ERCT,453,30.3431,-97.6203,7.678,0.177,1.621289314,8.222330199,IC,LFG,3.38E-06,0.045638945,181.7774936,3606
