,RegionName,FuelType,FuelCostTotal,PLCO2RTA,ORISCode,DIVISIONCE,UNITID,Capacity,OBJECTID,UniqueID,StateName,CountyName,CountyCode,HeatRate,PlantType,FossilUnit,NERC,SUBRGN,FIPSCNTY,LAT,LON,PLNOXRTA,PLSO2RTA,PLN2ORTA,PLCH4RTA,PRMVR,FUELU1,pm.mmbtu,pm.mwh,generationCO2,g
0,ERC_FRNT,NaturalGas,19.686689059561125,395.81987042000003,55062,WSC-TX,GTG1,155.0,12038.0,55062_G_GTG1,Texas,Grimes,185,7080,Combined Cycle,Fossil,SERC,ERCT,185,30.5924,-95.9178,0.1315411,0.00181436,0.00090718,0.00725744,CC,NG,3.38e-06,0.023935091,892.0,3959.0
1,ERC_FRNT,NaturalGas,19.686689059561125,395.81987042000003,55062,WSC-TX,GTG2,155.0,12037.0,55062_G_GTG2,Texas,Grimes,185,7080,Combined Cycle,Fossil,SERC,ERCT,185,30.5924,-95.9178,0.1315411,0.00181436,0.00090718,0.00725744,CC,NG,3.38e-06,0.023935091,892.0,3959.0
2,ERC_FRNT,NaturalGas,19.686689059561125,395.81987042000003,55062,WSC-TX,GTG3,155.0,12040.0,55062_G_GTG3,Texas,Grimes,185,7080,Combined Cycle,Fossil,SERC,ERCT,185,30.5924,-95.9178,0.1315411,0.00181436,0.00090718,0.00725744,CC,NG,3.38e-06,0.023935091,892.0,3959.0
3,ERC_FRNT,NaturalGas,19.686689059561125,395.81987042000003,55062,WSC-TX,STG1,395.0,12039.0,55062_G_STG1,Texas,Grimes,185,7080,Combined Cycle,Fossil,SERC,ERCT,185,30.5924,-95.9178,0.1315411,0.00181436,0.00090718,0.00725744,CC,NG,3.38e-06,0.023935091,892.0,3959.0
4,ERC_GWAY,NaturalGas,20.737758051724132,397.92679597,55132,WSC-TX,GTG1,152.0,12185.0,55132_G_GTG1,Texas,Rusk,401,7458,Combined Cycle,Fossil,TRE,ERCT,401,32.017826,-94.619743,0.10886159999999999,0.00181436,0.00090718,0.00725744,CC,NG,3.38e-06,0.025212982,870.0,4011.0
5,ERC_GWAY,NaturalGas,20.737758051724132,397.92679597,55132,WSC-TX,GTG2,147.0,12184.0,55132_G_GTG2,Texas,Rusk,401,7458,Combined Cycle,Fossil,TRE,ERCT,401,32.017826,-94.619743,0.10886159999999999,0.00181436,0.00090718,0.00725744,CC,NG,3.38e-06,0.025212982,870.0,4011.0
6,ERC_GWAY,NaturalGas,20.737758051724132,397.92679597,55132,WSC-TX,GTG3,149.0,12183.0,55132_G_GTG3,Texas,Rusk,401,7458,Combined Cycle,Fossil,TRE,ERCT,401,32.017826,-94.619743,0.10886159999999999,0.00181436,0.00090718,0.00725744,CC,NG,3.38e-06,0.025212982,870.0,4011.0
7,ERC_GWAY,NaturalGas,20.737758051724132,397.92679597,55132,WSC-TX,STG1,397.0,12182.0,55132_G_STG1,Texas,Rusk,401,7458,Combined Cycle,Fossil,TRE,ERCT,401,32.017826,-94.619743,0.10886159999999999,0.00181436,0.00090718,0.00725744,CC,NG,3.38e-06,0.025212982,870.0,4011.0
8,ERC_REST,Biomass,31.6,0.0,55708,WSC-TX,BLR1,100.0,16905.0,55708_B_BLR1,Texas,Nacogdoches,347,13500,Biomass,Non-Fossil,TRE,ERCT,347,31.832132,-94.90064,0.56834827,0.004989489999999999,0.06939927,0.52707158,ST,OBS,0.0,0.0,463.1851852,4273.0
9,ERC_REST,Biomass,39.6,,56931,WSC-TX,BoilA,50.0,16925.0,56931_B_BoilA,Texas,Angelina,5,16943,Biomass,Non-Fossil,TRE,ERCT,5,31.365833,-94.743611,,,,,ST,WDS,0.0001951,3.305576225,79.5,4691.0
10,ERC_REST,Biomass,40.4,17.333941850000002,54338,WSC-TX,GEND,12.0,16883.0,54338_G_GEND,Texas,Hidalgo,215,17283,Biomass,Non-Fossil,TRE,ERCT,215,26.269683,-97.867012,0.49441310000000005,0.06622414,0.02404027,0.18234318000000002,ST,OBS,0.0,0.0,42.0,3801.0
11,ERC_REST,Coal,23.273160666666662,1135.16567375,6181,WSC-TX,2,436.0,3370.0,6181_B_2,Texas,Bexar,29,10104,Coal Steam,Fossil,TRE,ERCT,29,29.308056,-98.3228,0.47853745,2.84945238,0.01769001,0.12292289,ST,SUB,2.08e-05,0.210117967,2285.0,2622.0
12,ERC_REST,Coal,16.604289361702122,971.03095712,56611,WSC-TX,S01,936.0,14192.0,56611_B_S01,Texas,McLennan,309,8800,Coal Steam,Fossil,TRE,ERCT,309,31.474378,-96.957149,0.2041155,0.40142715,0.014968470000000001,0.10251134,ST,SUB,2.08e-05,0.183000605,2187.0,4624.0
13,ERC_REST,Coal,22.785,1010.1939177200001,7097,WSC-TX,BLR2,775.0,14090.0,7097_B_BLR2,Texas,Bexar,29,9443,Coal Steam,Fossil,TRE,ERCT,29,29.309722,-98.3203,0.46901206,0.10296493,0.01587565,0.11067595999999999,ST,BIT,1.66e-05,0.157097701,2142.0,2768.0
14,ERC_REST,Coal,24.045,1010.1939177200001,7097,WSC-TX,BLR1,555.0,14089.0,7097_B_BLR1,Texas,Bexar,29,9948,Coal Steam,Fossil,TRE,ERCT,29,29.309722,-98.3203,0.46901206,0.10296493,0.01587565,0.11067595999999999,ST,BIT,1.66e-05,0.165499093,2142.0,2769.0
15,ERC_REST,Coal,20.96049090909091,1107.21817949,6136,WSC-TX,1,466.0,14025.0,6136_B_1,Texas,Grimes,185,9992,Coal Steam,Fossil,TRE,ERCT,185,30.619937,-96.081846,0.62459343,0.10840801,0.01723642,0.11793340000000001,ST,SUB,2.08e-05,0.207788869,2140.0,2589.0
16,ERC_REST,Coal,17.251794418181813,1074.94797253,6179,WSC-TX,1,597.0,14046.0,6179_B_1,Texas,Fayette,149,10166,Coal Steam,Fossil,TRE,ERCT,149,29.9172,-96.7506,0.5479367199999999,0.09888262,0.01678283,0.11657263,ST,SUB,2.08e-05,0.21140729,2339.0,2618.0
17,ERC_REST,Coal,17.26027946363636,1074.94797253,6179,WSC-TX,2,597.0,14047.0,6179_B_2,Texas,Fayette,149,10171,Coal Steam,Fossil,TRE,ERCT,149,29.9172,-96.7506,0.5479367199999999,0.09888262,0.01678283,0.11657263,ST,SUB,2.08e-05,0.211511267,2339.0,2618.0
18,ERC_REST,Coal,32.44307,1289.26199009,6183,WSC-TX,SM-1,391.0,3372.0,6183_B_SM-1,Texas,Atascosa,13,11913,Coal Steam,Fossil,TRE,ERCT,13,28.7044,-98.4775,0.9117158999999999,2.62855405,0.02041155,0.14061289999999999,ST,LIG,4.86e-05,0.579245891,2649.0,2624.0
19,ERC_REST,Coal,19.34965765957446,992.6721896099999,6178,WSC-TX,1,590.0,14044.0,6178_B_1,Texas,Goliad,175,10255,Coal Steam,Fossil,TRE,ERCT,175,28.7128,-97.214167,0.59511008,2.3904192999999996,0.01632924,0.11067595999999999,ST,SUB,2.08e-05,0.213258091,2031.0,2617.0
20,ERC_REST,Coal,28.95051033333334,965.1492555899999,298,WSC-TX,LIM1,830.0,13714.0,298_B_LIM1,Texas,Limestone,293,10366,Coal Steam,Fossil,TRE,ERCT,293,31.4219,-96.2525,0.87134639,2.05975219,0.01678283,0.11566545,ST,LIG,4.86e-05,0.504026098,2120.0,151.0
21,ERC_REST,Coal,28.916996333333337,965.1492555899999,298,WSC-TX,LIM2,857.0,13713.0,298_B_LIM2,Texas,Limestone,293,10354,Coal Steam,Fossil,TRE,ERCT,293,31.4219,-96.2525,0.87134639,2.05975219,0.01678283,0.11566545,ST,LIG,4.86e-05,0.503442622,2120.0,151.0
22,ERC_REST,Coal,17.553862036363633,1074.94797253,6179,WSC-TX,3,444.0,14045.0,6179_B_3,Texas,Fayette,149,10344,Coal Steam,Fossil,TRE,ERCT,149,29.9172,-96.7506,0.5479367199999999,0.09888262,0.01678283,0.11657263,ST,SUB,2.08e-05,0.215108893,2339.0,2619.0
23,ERC_REST,Coal,19.63645902127659,998.96257573,3470,WSC-TX,WAP7,575.0,13935.0,3470_B_WAP7,Texas,Fort Bend,157,10407,Coal Steam,Fossil,TRE,ERCT,157,29.475278,-95.634167,0.29891581,2.32873106,0.01587565,0.10840801,ST,SUB,2.08e-05,0.216419011,2188.0,2190.0
24,ERC_REST,Coal,19.683630297872334,998.96257573,3470,WSC-TX,WAP6,650.0,13932.0,3470_B_WAP6,Texas,Fort Bend,157,10432,Coal Steam,Fossil,TRE,ERCT,157,29.475278,-95.634167,0.29891581,2.32873106,0.01587565,0.10840801,ST,SUB,2.08e-05,0.216938899,2188.0,2191.0
25,ERC_REST,Coal,19.713819914893612,998.96257573,3470,WSC-TX,WAP8,610.0,13934.0,3470_B_WAP8,Texas,Fort Bend,157,10448,Coal Steam,Fossil,TRE,ERCT,157,29.475278,-95.634167,0.29891581,2.32873106,0.01587565,0.10840801,ST,SUB,2.08e-05,0.217271627,2188.0,2191.0
26,ERC_REST,Coal,25.305,983.5373406000001,6180,WSC-TX,1,820.0,14048.0,6180_B_1,Texas,Robertson,395,10475,Coal Steam,Fossil,TRE,SRMV,395,31.1803,-96.4866,0.32204889999999997,0.52707158,0.01723642,0.11793340000000001,ST,LIG,4.86e-05,0.509326006,2184.0,2620.0
27,ERC_REST,Coal,19.732688425531908,998.96257573,3470,WSC-TX,WAP5,666.0,13933.0,3470_B_WAP5,Texas,Fort Bend,157,10458,Coal Steam,Fossil,TRE,ERCT,157,29.475278,-95.634167,0.29891581,2.32873106,0.01587565,0.10840801,ST,SUB,2.08e-05,0.217479583,2188.0,2192.0
28,ERC_REST,Coal,26.355,983.5373406000001,6180,WSC-TX,2,827.0,14049.0,6180_B_2,Texas,Robertson,395,10896,Coal Steam,Fossil,TRE,SRMV,395,31.1803,-96.4866,0.32204889999999997,0.52707158,0.01723642,0.11793340000000001,ST,LIG,4.86e-05,0.529796292,2184.0,2621.0
29,ERC_REST,Coal,20.68554821276595,1084.18170416,3497,WSC-TX,1,592.0,13937.0,3497_B_1,Texas,Freestone,161,10963,Coal Steam,Fossil,TRE,ERCT,161,31.8206,-96.0544,0.65362319,6.141155009999999,0.01859719,0.12655161,ST,SUB,2.08e-05,0.227981322,2300.0,2224.0
30,ERC_REST,Coal,20.71196412765957,1084.18170416,3497,WSC-TX,2,587.0,13936.0,3497_B_2,Texas,Freestone,161,10977,Coal Steam,Fossil,TRE,ERCT,161,31.8206,-96.0544,0.65362319,6.141155009999999,0.01859719,0.12655161,ST,SUB,2.08e-05,0.228272459,2300.0,2224.0
31,ERC_REST,Coal,31.00603566666667,1077.4939732,6146,WSC-TX,1,805.0,14030.0,6146_B_1,Texas,Rusk,401,11102,Coal Steam,Fossil,TRE,SPSO,401,32.2606,-94.5706,0.7670206900000001,2.05566988,0.01859719,0.12881956,ST,LIG,4.86e-05,0.539812632,2388.0,2598.0
32,ERC_REST,Coal,31.00603566666667,1077.4939732,6146,WSC-TX,2,810.0,14031.0,6146_B_2,Texas,Rusk,401,11102,Coal Steam,Fossil,TRE,SPSO,401,32.2606,-94.5706,0.7670206900000001,2.05566988,0.01859719,0.12881956,ST,LIG,4.86e-05,0.539812632,2388.0,2598.0
33,ERC_REST,Coal,30.927836333333335,1077.4939732,6146,WSC-TX,3,810.0,14029.0,6146_B_3,Texas,Rusk,401,11074,Coal Steam,Fossil,TRE,SPSO,401,32.2606,-94.5706,0.7670206900000001,2.05566988,0.01859719,0.12881956,ST,LIG,4.86e-05,0.538451188,2388.0,2598.0
34,ERC_REST,Coal,31.704244000000006,1165.12438607,7030,WSC-TX,U2,153.0,14088.0,7030_B_U2,Texas,Robertson,395,11352,Coal Steam,Fossil,TRE,ERCT,395,31.091925,-96.69503,0.50711362,1.17162297,0.01859719,0.12745879000000002,ST,LIG,4.86e-05,0.551968384,2535.0,2754.0
35,ERC_REST,Coal,21.50632842553191,1102.04997503,6147,WSC-TX,3,760.0,14032.0,6147_B_3,Texas,Titus,449,11398,Coal Steam,Fossil,TRE,SPSO,449,33.0917,-95.0417,0.71621861,3.00775529,0.0181436,0.12519084,ST,SUB,2.08e-05,0.237027374,2404.0,2599.0
36,ERC_REST,Coal,31.813164500000006,1165.12438607,7030,WSC-TX,U1,152.0,14087.0,7030_B_U1,Texas,Robertson,395,11391,Coal Steam,Fossil,TRE,ERCT,395,31.091925,-96.69503,0.50711362,1.17162297,0.01859719,0.12745879000000002,ST,LIG,4.86e-05,0.553864681,2535.0,2755.0
37,ERC_REST,Coal,31.919292166666672,981.48575303,52071,WSC-TX,5A,285.0,14157.0,52071_B_5A,Texas,Milam,331,11429,Coal Steam,Fossil,TRE,ERCT,331,30.5681,-97.0614,0.31388427999999996,0.47037282999999996,0.01587565,0.11022237,ST,LIG,4.86e-05,0.555712355,2131.0,3727.0
38,ERC_REST,Coal,31.919292166666672,981.48575303,52071,WSC-TX,5B,285.0,14158.0,52071_B_5B,Texas,Milam,331,11429,Coal Steam,Fossil,TRE,ERCT,331,30.5681,-97.0614,0.31388427999999996,0.47037282999999996,0.01587565,0.11022237,ST,LIG,4.86e-05,0.555712355,2131.0,3727.0
39,ERC_REST,Coal,31.88577816666667,1076.2633835299998,6648,WSC-TX,4,600.0,14079.0,6648_B_4,Texas,Milam,331,11417,Coal Steam,Fossil,TRE,ERCT,331,30.565871,-97.064032,0.33656378,2.78005311,0.0181436,0.12383007000000001,ST,LIG,4.86e-05,0.555128879,2282.0,2729.0
40,ERC_REST,Coal,23.247823694444442,1135.16567375,6181,WSC-TX,1,435.0,3371.0,6181_B_1,Texas,Bexar,29,10093,Coal Steam,Fossil,TRE,ERCT,29,29.308056,-98.3228,0.47853745,2.84945238,0.01769001,0.12292289,ST,SUB,2.08e-05,0.209889217,2285.0,2623.0
41,ERC_REST,Hydro,0.01,0.0,791,WSC-TX,1,0.588,829.0,791_G_1,Texas,Comal,91,0,Hydro,Non-Fossil,TRE,ERCT,91,29.87056,-98.194733,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
42,ERC_REST,Hydro,0.01,0.0,791,WSC-TX,2,0.588,828.0,791_G_2,Texas,Comal,91,0,Hydro,Non-Fossil,TRE,ERCT,91,29.87056,-98.194733,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
43,ERC_REST,Hydro,0.01,0.0,794,WSC-TX,1,0.392,830.0,794_G_1,Texas,DENTON,121,0,Hydro,Non-Fossil,TRE,ERCT,121,33.068473,-96.963806,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
44,ERC_REST,Hydro,0.01,0.0,3437,WSC-TX,1,0.392,2565.0,3437_G_1,Texas,Maverick,323,0,Hydro,Non-Fossil,TRE,ERCT,323,28.829535,-100.552234,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
45,ERC_REST,Hydro,0.01,0.0,3437,WSC-TX,2,0.392,2564.0,3437_G_2,Texas,Maverick,323,0,Hydro,Non-Fossil,TRE,ERCT,323,28.829535,-100.552234,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
46,ERC_REST,Hydro,0.01,0.0,3437,WSC-TX,3,0.392,2566.0,3437_G_3,Texas,Maverick,323,0,Hydro,Non-Fossil,TRE,ERCT,323,28.829535,-100.552234,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
47,ERC_REST,Hydro,0.01,0.0,3581,WSC-TX,1,0.196,2582.0,3581_G_1,Texas,Guadalupe,187,0,Hydro,Non-Fossil,TRE,ERCT,187,29.593951,-98.040734,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
48,ERC_REST,Hydro,0.01,0.0,3581,WSC-TX,2,0.196,2583.0,3581_G_2,Texas,Guadalupe,187,0,Hydro,Non-Fossil,TRE,ERCT,187,29.593951,-98.040734,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
49,ERC_REST,Hydro,0.01,0.0,3582,WSC-TX,1,0.392,2585.0,3582_G_1,Texas,Guadalupe,187,0,Hydro,Non-Fossil,TRE,ERCT,187,29.640187,-98.045934,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
50,ERC_REST,Hydro,0.01,0.0,3582,WSC-TX,2,0.392,2584.0,3582_G_2,Texas,Guadalupe,187,0,Hydro,Non-Fossil,TRE,ERCT,187,29.640187,-98.045934,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
51,ERC_REST,Hydro,0.01,0.0,3583,WSC-TX,1,0.392,2586.0,3583_G_1,Texas,Gonzales,177,0,Hydro,Non-Fossil,TRE,ERCT,177,29.495193,-97.624948,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
52,ERC_REST,Hydro,0.01,0.0,3584,WSC-TX,1,0.392,2587.0,3584_G_1,Texas,Gonzales,177,0,Hydro,Non-Fossil,TRE,ERCT,177,29.4681,-97.4919,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
53,ERC_REST,Hydro,0.01,0.0,3585,WSC-TX,1,0.196,2589.0,3585_G_1,Texas,Guadalupe,187,0,Hydro,Non-Fossil,TRE,ERCT,187,29.537565,-97.932106,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
54,ERC_REST,Hydro,0.01,0.0,3585,WSC-TX,2,0.196,2588.0,3585_G_2,Texas,Guadalupe,187,0,Hydro,Non-Fossil,TRE,ERCT,187,29.537565,-97.932106,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
55,ERC_REST,Hydro,0.01,0.0,3586,WSC-TX,1,0.392,2590.0,3586_G_1,Texas,Guadalupe,187,0,Hydro,Non-Fossil,TRE,ERCT,187,29.548136,-97.999587,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
56,ERC_REST,Hydro,0.01,0.0,3594,WSC-TX,1,1.568,2592.0,3594_G_1,Texas,Travis,453,0,Hydro,Non-Fossil,TRE,ERCT,453,30.293424,-97.784408,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
57,ERC_REST,Hydro,0.01,0.0,3594,WSC-TX,2,1.764,2591.0,3594_G_2,Texas,Travis,453,0,Hydro,Non-Fossil,TRE,ERCT,453,30.293424,-97.784408,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
58,ERC_REST,Hydro,0.01,0.0,3595,WSC-TX,1,3.528,2593.0,3595_G_1,Texas,Llano,299,0,Hydro,Non-Fossil,TRE,ERCT,299,30.7507,-98.4176,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
59,ERC_REST,Hydro,0.01,0.0,3595,WSC-TX,2,3.528,2594.0,3595_G_2,Texas,Llano,299,0,Hydro,Non-Fossil,TRE,ERCT,299,30.7507,-98.4176,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
60,ERC_REST,Hydro,0.01,0.0,3595,WSC-TX,3,3.528,2595.0,3595_G_3,Texas,Llano,299,0,Hydro,Non-Fossil,TRE,ERCT,299,30.7507,-98.4176,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
61,ERC_REST,Hydro,0.01,0.0,3597,WSC-TX,1,5.88,2597.0,3597_G_1,Texas,Burnet,53,0,Hydro,Non-Fossil,TRE,ERCT,53,30.556,-98.3384,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
62,ERC_REST,Hydro,0.01,0.0,3597,WSC-TX,2,5.88,2596.0,3597_G_2,Texas,Burnet,53,0,Hydro,Non-Fossil,TRE,ERCT,53,30.556,-98.3384,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
63,ERC_REST,Hydro,0.01,0.0,3598,WSC-TX,1,2.7439999999999998,2598.0,3598_G_1,Texas,Burnet,53,0,Hydro,Non-Fossil,TRE,ERCT,53,30.731599,-98.385422,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
64,ERC_REST,Hydro,0.01,0.0,3599,WSC-TX,1,4.116,2599.0,3599_G_1,Texas,Burnet,53,0,Hydro,Non-Fossil,TRE,ERCT,53,30.555288,-98.257593,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
65,ERC_REST,Hydro,0.01,0.0,3599,WSC-TX,2,4.116,2600.0,3599_G_2,Texas,Burnet,53,0,Hydro,Non-Fossil,TRE,ERCT,53,30.555288,-98.257593,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
66,ERC_REST,Hydro,0.01,0.0,3600,WSC-TX,1,7.056,2602.0,3600_G_1,Texas,Travis,453,0,Hydro,Non-Fossil,TRE,ERCT,453,30.3899,-97.9073,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
67,ERC_REST,Hydro,0.01,0.0,3600,WSC-TX,2,7.056,2603.0,3600_G_2,Texas,Travis,453,0,Hydro,Non-Fossil,TRE,ERCT,453,30.3899,-97.9073,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
68,ERC_REST,Hydro,0.01,0.0,3600,WSC-TX,3,7.056,2601.0,3600_G_3,Texas,Travis,453,0,Hydro,Non-Fossil,TRE,ERCT,453,30.3899,-97.9073,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
69,ERC_REST,Hydro,0.01,0.0,6410,WSC-TX,1,1.96,3478.0,6410_G_1,Texas,Starr,427,0,Hydro,Non-Fossil,TRE,ERCT,427,26.5575,-99.1642,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
70,ERC_REST,Hydro,0.01,0.0,6410,WSC-TX,2,1.96,3479.0,6410_G_2,Texas,Starr,427,0,Hydro,Non-Fossil,TRE,ERCT,427,26.5575,-99.1642,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
71,ERC_REST,Hydro,0.01,0.0,6410,WSC-TX,3,1.96,3480.0,6410_G_3,Texas,Starr,427,0,Hydro,Non-Fossil,TRE,ERCT,427,26.5575,-99.1642,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
72,ERC_REST,Hydro,0.01,0.0,6414,WSC-TX,1,4.116,3484.0,6414_G_1,Texas,Bosque,35,0,Hydro,Non-Fossil,TRE,ERCT,35,31.8694,-97.3667,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
73,ERC_REST,Hydro,0.01,0.0,6414,WSC-TX,2,4.116,3483.0,6414_G_2,Texas,Bosque,35,0,Hydro,Non-Fossil,TRE,ERCT,35,31.8694,-97.3667,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
74,ERC_REST,Hydro,0.01,0.0,6416,WSC-TX,1,7.84,3488.0,6416_G_1,Texas,Grayson,181,0,Hydro,Non-Fossil,TRE,ERCT,181,33.8181,-96.5692,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
75,ERC_REST,Hydro,0.01,0.0,6416,WSC-TX,2,7.84,3487.0,6416_G_2,Texas,Grayson,181,0,Hydro,Non-Fossil,TRE,ERCT,181,33.8181,-96.5692,,,0.0,0.0,HY,WAT,0.0,0.0,0.0,430.0
76,ERC_REST,Hydro,0.01,,7394,WSC-TX,1,0.0,3783.0,7394_G_1,Texas,Gonzales,177,0,Hydro,Non-Fossil,TRE,ERCT,177,29.497166,-97.45516,,,,,HY,WAT,0.0,0.0,0.0,430.0
77,ERC_REST,Hydro,0.01,,7394,WSC-TX,2,0.0,3784.0,7394_G_2,Texas,Gonzales,177,0,Hydro,Non-Fossil,TRE,ERCT,177,29.497166,-97.45516,,,,,HY,WAT,0.0,0.0,0.0,430.0
78,ERC_REST,Hydro,0.01,,7394,WSC-TX,3,0.0,3782.0,7394_G_3,Texas,Gonzales,177,0,Hydro,Non-Fossil,TRE,ERCT,177,29.497166,-97.45516,,,,,HY,WAT,0.0,0.0,0.0,430.0
79,ERC_REST,LF Gas,0.01,0.0,50569,WSC-TX,GEN3,2.0,4739.0,50569_G_GEN3,Texas,Denton,121,13500,Landfill Gas,Non-Fossil,TRE,ERCT,121,33.019646,-96.961986,3.72306672,0.20230114,0.0,0.0,IC,LFG,3.38e-06,0.045638945,181.7774936,3606.0
80,ERC_REST,LF Gas,0.01,0.0,50569,WSC-TX,GEN4,2.0,4740.0,50569_G_GEN4,Texas,Denton,121,13500,Landfill Gas,Non-Fossil,TRE,ERCT,121,33.019646,-96.961986,3.72306672,0.20230114,0.0,0.0,IC,LFG,3.38e-06,0.045638945,181.7774936,3606.0
81,ERC_REST,LF Gas,0.01,0.0,50569,WSC-TX,GEN5,2.0,4741.0,50569_G_GEN5,Texas,Denton,121,13500,Landfill Gas,Non-Fossil,TRE,ERCT,121,33.019646,-96.961986,3.72306672,0.20230114,0.0,0.0,IC,LFG,3.38e-06,0.045638945,181.7774936,3606.0
82,ERC_REST,LF Gas,0.01,0.0,50569,WSC-TX,GEN6,2.0,4738.0,50569_G_GEN6,Texas,Denton,121,13500,Landfill Gas,Non-Fossil,TRE,ERCT,121,33.019646,-96.961986,3.72306672,0.20230114,0.0,0.0,IC,LFG,3.38e-06,0.045638945,181.7774936,3606.0
83,ERC_REST,LF Gas,0.01,0.0,55526,WSC-TX,GEN1,2.0,5683.0,55526_G_GEN1,Texas,Harris,201,13500,Landfill Gas,Non-Fossil,TRE,ERCT,201,29.9522,-95.2422,6.68228788,0.16283881,0.0,0.0,IC,LFG,3.38e-06,0.045638945,181.7774936,3606.0
84,ERC_REST,LF Gas,0.01,0.0,55526,WSC-TX,GEN2,2.0,5685.0,55526_G_GEN2,Texas,Harris,201,13500,Landfill Gas,Non-Fossil,TRE,ERCT,201,29.9522,-95.2422,6.68228788,0.16283881,0.0,0.0,IC,LFG,3.38e-06,0.045638945,181.7774936,3606.0
85,ERC_REST,LF Gas,0.01,0.0,55526,WSC-TX,GEN3,2.0,5681.0,55526_G_GEN3,Texas,Harris,201,13500,Landfill Gas,Non-Fossil,TRE,ERCT,201,29.9522,-95.2422,6.68228788,0.16283881,0.0,0.0,IC,LFG,3.38e-06,0.045638945,181.7774936,3606.0
86,ERC_REST,LF Gas,0.01,0.0,55526,WSC-TX,GEN4,2.0,5680.0,55526_G_GEN4,Texas,Harris,201,13500,Landfill Gas,Non-Fossil,TRE,ERCT,201,29.9522,-95.2422,6.68228788,0.16283881,0.0,0.0,IC,LFG,3.38e-06,0.045638945,181.7774936,3606.0
87,ERC_REST,LF Gas,0.01,0.0,55526,WSC-TX,GEN5,2.0,5684.0,55526_G_GEN5,Texas,Harris,201,13500,Landfill Gas,Non-Fossil,TRE,ERCT,201,29.9522,-95.2422,6.68228788,0.16283881,0.0,0.0,IC,LFG,3.38e-06,0.045638945,181.7774936,3606.0
88,ERC_REST,LF Gas,0.01,0.0,55526,WSC-TX,GEN6,2.0,5682.0,55526_G_GEN6,Texas,Harris,201,13500,Landfill Gas,Non-Fossil,TRE,ERCT,201,29.9522,-95.2422,6.68228788,0.16283881,0.0,0.0,IC,LFG,3.38e-06,0.045638945,181.7774936,3606.0
89,ERC_REST,LF Gas,0.01,0.00045359,55551,WSC-TX,UNT1,1.0,5692.0,55551_G_UNT1,Texas,Chambers,71,13500,Landfill Gas,Non-Fossil,TRE,SRMV,71,29.6744,-94.9139,8.87584912,0.21953756,0.0,0.0,IC,LFG,3.38e-06,0.045638945,181.7774936,3606.0
90,ERC_REST,LF Gas,0.01,0.00045359,55551,WSC-TX,UNT2,1.0,5690.0,55551_G_UNT2,Texas,Chambers,71,13500,Landfill Gas,Non-Fossil,TRE,SRMV,71,29.6744,-94.9139,8.87584912,0.21953756,0.0,0.0,IC,LFG,3.38e-06,0.045638945,181.7774936,3606.0
91,ERC_REST,LF Gas,0.01,0.00045359,55551,WSC-TX,UNT3,1.0,5693.0,55551_G_UNT3,Texas,Chambers,71,13500,Landfill Gas,Non-Fossil,TRE,SRMV,71,29.6744,-94.9139,8.87584912,0.21953756,0.0,0.0,IC,LFG,3.38e-06,0.045638945,181.7774936,3606.0
